WordInds,LexSemErr,ONsize,Frequency,Concreteness,ItemCrossedThreshold,SemanticRelatedness_name,SemanticRelatedness_code,Word
147.0,52.23283591434877,7.0,0.040121668,1.0,1.0,semrelated,1,disk
146.0,68.15228031273084,1.0,0.024162632,1.0,1.0,semrelated,1,zinc
149.0,34.128976072026305,3.0,0.027677688,-1.0,1.0,semrelated,1,daft
148.0,20.507829921825174,1.0,0.050670434,1.0,1.0,semrelated,1,data
151.0,22.054405904750134,9.0,0.048184878,-1.0,1.0,semrelated,1,vice
150.0,16.624482017593024,2.0,0.064982632,-1.0,1.0,semrelated,1,able
153.0,20.112967179071813,1.0,0.020629578,-1.0,1.0,semrelated,1,noun
152.0,18.134180382904592,8.0,0.031603103,-1.0,1.0,semrelated,1,goof
155.0,73.52057635052071,5.0,0.037020572,1.0,1.0,semrelated,1,crow
154.0,116.03711012229738,3.0,0.029668293,1.0,1.0,semrelated,1,gasp
157.0,38.86074619383428,8.0,0.022593186,1.0,1.0,semrelated,1,fowl
156.0,62.02600798921234,11.0,0.042106874,-1.0,1.0,semrelated,1,hack
159.0,33.09664683598665,16.0,0.044169471,1.0,1.0,semrelated,1,boot
158.0,81.73326916106475,1.0,0.05734238,-1.0,1.0,semrelated,1,lots
161.0,34.76555035865475,4.0,0.02500315,1.0,1.0,semrelated,1,font
160.0,53.394660384665926,1.0,0.020345206,-1.0,1.0,semrelated,1,anti
163.0,32.24854869941928,4.0,0.057405374,-1.0,1.0,semrelated,1,type
162.0,32.364017701242,0.0,0.050740627,1.0,1.0,semrelated,1,taxi
165.0,145.63866087843633,10.0,0.023219524,-1.0,1.0,semrelated,1,wary
164.0,34.23234634625489,8.0,0.037740501,1.0,1.0,semrelated,1,heap
167.0,44.51630793125388,6.0,0.014630766,1.0,1.0,semrelated,1,nape
166.0,46.2956364857916,12.0,0.057392776,-1.0,1.0,semrelated,1,west
169.0,19.654309732817755,1.0,0.052682637,-1.0,1.0,semrelated,1,jerk
168.0,23.85036068007452,4.0,0.016727561,-1.0,1.0,semrelated,1,gait
171.0,28.380633610528967,0.0,0.025161534,1.0,1.0,semrelated,1,judo
170.0,35.47078633581936,9.0,0.034349634,-1.0,1.0,semrelated,1,funk
173.0,71.40851790728955,12.0,0.042592826,1.0,1.0,semrelated,1,reed
172.0,113.99325561390799,10.0,0.029122946,1.0,1.0,semrelated,1,gent
175.0,78.69087358124918,7.0,0.03652562,-1.0,1.0,semrelated,1,dork
174.0,35.19132272651247,2.0,0.039957884,1.0,1.0,semrelated,1,riot
177.0,48.56663892470014,0.0,0.050080092,1.0,1.0,semrelated,1,guts
176.0,63.81819974798449,2.0,0.029841076,1.0,1.0,semrelated,1,gala
179.0,147.81757461232706,12.0,0.032260039,-1.0,1.0,semrelated,1,swam
178.0,34.98016606865617,10.0,0.04601969,1.0,1.0,semrelated,1,bush
181.0,37.46261868909369,7.0,0.031806483,1.0,1.0,semrelated,1,tong
180.0,80.657705155169,5.0,0.039981282,-1.0,1.0,semrelated,1,vain
183.0,20.260138138958684,6.0,0.038820396,-1.0,1.0,semrelated,1,doom
182.0,20.30358582656371,4.0,0.024841166,-1.0,1.0,semrelated,1,vamp
185.0,30.853085510419255,0.0,0.017598675,1.0,1.0,semrelated,1,oboe
184.0,36.65410385134404,14.0,0.044016486,-1.0,1.0,semrelated,1,lame
187.0,33.726402378147135,1.0,0.050782023,-1.0,1.0,semrelated,1,amen
186.0,34.07648102355221,3.0,0.043804107,1.0,1.0,semrelated,1,lamb
189.0,97.60542999489878,3.0,0.010836738,-1.0,1.0,semrelated,1,skew
188.0,30.31207456931478,9.0,0.042265258,1.0,1.0,semrelated,1,beam
191.0,29.520743924973022,7.0,0.033537913,1.0,1.0,semrelated,1,moss
190.0,97.31029727177197,6.0,0.014630766,-1.0,1.0,semrelated,1,meld
193.0,37.85270122986027,3.0,0.028010655,1.0,1.0,semrelated,1,gout
192.0,35.23884029840204,3.0,0.049264772,-1.0,1.0,semrelated,1,deny
195.0,17.057031759768066,2.0,0.027791076,-1.0,1.0,semrelated,1,alto
194.0,22.014628030844356,6.0,0.026047047,-1.0,1.0,semrelated,1,pout
197.0,64.97958969192425,8.0,0.04449344,1.0,1.0,semrelated,1,porn
196.0,80.39212033920602,0.0,0.044700419,1.0,1.0,semrelated,1,jazz
199.0,36.97227391160915,10.0,0.030499811,1.0,1.0,semrelated,1,dart
198.0,108.59795407007127,15.0,0.036741599,-1.0,1.0,semrelated,1,dine
201.0,23.145086982714545,8.0,0.026842569,-1.0,1.0,semrelated,1,bony
200.0,14.673597786609188,3.0,0.012580767,-1.0,1.0,semrelated,1,boxy
203.0,92.92483033297766,2.0,0.036036068,1.0,1.0,semrelated,1,bulb
202.0,83.97378891950325,4.0,0.030341427,1.0,1.0,semrelated,1,moan
205.0,30.125917758414886,13.0,0.044045284,1.0,1.0,semrelated,1,lick
204.0,95.71223498946954,2.0,0.046685625,-1.0,1.0,semrelated,1,diet
207.0,153.5407644869874,9.0,0.050645237,-1.0,1.0,semrelated,1,hire
206.0,44.74751175733421,15.0,0.026047047,1.0,1.0,semrelated,1,soot
209.0,23.781239934844944,4.0,0.051881716,-1.0,1.0,semrelated,1,gosh
208.0,23.64108332233872,4.0,0.00979284,-1.0,1.0,semrelated,1,laud
211.0,85.80021079313215,7.0,0.044928997,-1.0,1.0,semrelated,1,tend
210.0,36.485374450727505,7.0,0.031252137,1.0,1.0,semrelated,1,snot
213.0,32.201556664740664,0.0,0.017175717,1.0,1.0,semrelated,1,onyx
212.0,41.54106500754936,11.0,0.028932165,-1.0,1.0,semrelated,1,toot
215.0,67.46481072443217,8.0,0.044990191,1.0,1.0,semrelated,1,tire
214.0,88.59105044136032,0.0,0.045620129,1.0,1.0,semrelated,1,exam
217.0,123.87217635094267,4.0,0.04500279,1.0,1.0,semrelated,1,toss
216.0,134.26896100390707,11.0,0.032808985,1.0,1.0,semrelated,1,dunk
219.0,15.89672433190086,1.0,0.068576879,-1.0,1.0,semrelated,1,each
218.0,23.516142463722208,6.0,0.0214251,-1.0,1.0,semrelated,1,balm
221.0,117.50118961605736,2.0,0.02561689,1.0,1.0,semrelated,1,opal
220.0,57.4793242725098,7.0,0.044662623,1.0,1.0,semrelated,1,slim
223.0,18.66205448073587,6.0,0.0428556,-1.0,1.0,semrelated,1,scan
222.0,24.78590616429176,4.0,0.012580767,-1.0,1.0,semrelated,1,volt
225.0,32.9760097347868,5.0,0.023219524,1.0,1.0,semrelated,1,sift
224.0,52.75493066170869,8.0,0.032004464,-1.0,1.0,semrelated,1,cant
227.0,136.1752654055116,4.0,0.017998236,-1.0,1.0,semrelated,1,prim
226.0,32.93709884158859,11.0,0.042774608,1.0,1.0,semrelated,1,deed
229.0,21.964285609932894,1.0,0.045643527,-1.0,1.0,semrelated,1,blah
228.0,20.539497324621326,10.0,0.054673242,-1.0,1.0,semrelated,1,form
231.0,80.8394903683408,4.0,0.036378035,1.0,1.0,semrelated,1,curb
230.0,82.55168057397205,6.0,0.031464516,1.0,1.0,semrelated,1,skid
233.0,74.5905696648072,2.0,0.02561689,-1.0,1.0,semrelated,1,atop
232.0,37.37614495483957,8.0,0.029216537,1.0,1.0,semrelated,1,lark
235.0,21.219758986662526,7.0,0.036671406,-1.0,1.0,semrelated,1,lure
234.0,22.407929083660484,13.0,0.032629002,-1.0,1.0,semrelated,1,rave
237.0,115.15555058774946,3.0,0.017998236,1.0,1.0,semrelated,1,kiln
236.0,54.31133551635584,3.0,0.050341067,1.0,1.0,semrelated,1,path
239.0,30.147794187030364,8.0,0.045810911,1.0,1.0,semrelated,1,flow
238.0,82.41518163779082,3.0,0.035996472,-1.0,1.0,semrelated,1,whiz
241.0,29.637581753840834,4.0,0.022593186,1.0,1.0,semrelated,1,burr
240.0,37.96515660326038,4.0,0.026320621,-1.0,1.0,semrelated,1,dual
243.0,78.29781147964277,12.0,0.029754684,1.0,1.0,semrelated,1,sage
242.0,68.83891398295569,4.0,0.039192959,1.0,1.0,semrelated,1,glue
245.0,39.59506861177976,13.0,0.038654812,1.0,1.0,semrelated,1,slot
244.0,168.67534252928823,10.0,0.052230881,-1.0,1.0,semrelated,1,bond
247.0,22.434180440476762,11.0,0.033208546,-1.0,1.0,semrelated,1,tame
246.0,23.531932632541952,5.0,0.046804413,-1.0,1.0,semrelated,1,tune
249.0,20.745396110692035,9.0,0.033429924,-1.0,1.0,semrelated,1,stat
248.0,18.27430871123989,1.0,0.046073685,-1.0,1.0,semrelated,1,debt
251.0,143.27381289075498,4.0,0.012580767,-1.0,1.0,semrelated,1,fiat
250.0,31.877392178198022,5.0,0.040951387,1.0,1.0,semrelated,1,monk
253.0,69.11518425852623,8.0,0.040890193,1.0,1.0,semrelated,1,melt
252.0,122.58732342695744,2.0,0.030012059,1.0,1.0,semrelated,1,logo
255.0,33.264740064128844,6.0,0.045800112,-1.0,1.0,semrelated,1,gain
254.0,36.778759113391224,6.0,0.020903151,1.0,1.0,semrelated,1,kale
257.0,16.08010831660515,0.0,0.057668149,-1.0,1.0,semrelated,1,upon
256.0,19.75731533294624,4.0,0.023797268,-1.0,1.0,semrelated,1,drab
259.0,33.56239897606542,8.0,0.041136769,1.0,1.0,semrelated,1,bass
258.0,156.7072568243894,9.0,0.024162632,-1.0,1.0,semrelated,1,plop
261.0,41.898348658485844,13.0,0.042195065,-1.0,1.0,semrelated,1,fame
260.0,35.12366155253308,2.0,0.027791076,1.0,1.0,semrelated,1,twig
263.0,60.3574067206207,4.0,0.042387646,1.0,1.0,semrelated,1,dial
262.0,86.0206899294999,7.0,0.021671676,1.0,1.0,semrelated,1,kilt
265.0,104.48144879116526,12.0,0.045481543,1.0,1.0,semrelated,1,pile
264.0,147.31417009700246,5.0,0.047796116,1.0,1.0,semrelated,1,jean
267.0,43.7592182569239,2.0,0.02744911,-1.0,1.0,semrelated,1,feud
266.0,31.88397662378611,5.0,0.025467504,1.0,1.0,semrelated,1,yawn
269.0,32.21056997998718,7.0,0.028636994,1.0,1.0,semrelated,1,haze
268.0,53.3890746780674,11.0,0.028331024,-1.0,1.0,semrelated,1,rite
271.0,20.26001557668285,4.0,0.050494052,-1.0,1.0,semrelated,1,drew
270.0,24.511026234712553,7.0,0.048379259,-1.0,1.0,semrelated,1,ease
273.0,66.38515018125844,7.0,0.0357193,-1.0,1.0,semrelated,1,pact
272.0,37.56598304631697,6.0,0.030260434,1.0,1.0,semrelated,1,lobe
275.0,81.6526770813164,12.0,0.05009989,-1.0,1.0,semrelated,1,wide
274.0,43.65798003405766,3.0,0.043112975,1.0,1.0,semrelated,1,bait
277.0,32.878612964152516,14.0,0.045823509,1.0,1.0,semrelated,1,dame
276.0,151.31069538323146,3.0,0.010836738,-1.0,1.0,semrelated,1,yelp
279.0,31.83192354938442,3.0,0.05989813,-1.0,1.0,semrelated,1,join
278.0,36.21103939439017,0.0,0.010836738,1.0,1.0,semrelated,1,ovum
281.0,105.49677349831029,6.0,0.005419269,-1.0,1.0,semrelated,1,jeer
280.0,35.99669314013205,7.0,0.032924173,1.0,1.0,semrelated,1,harp
283.0,32.282481793065145,0.0,0.029927467,1.0,1.0,semrelated,1,hobo
282.0,34.5895112093451,1.0,0.037088965,-1.0,1.0,semrelated,1,trek
285.0,33.17688318540961,9.0,0.043732114,1.0,1.0,semrelated,1,pork
284.0,105.93691870204623,12.0,0.037357139,-1.0,1.0,semrelated,1,sunk
287.0,71.20332567405214,5.0,0.017175717,-1.0,1.0,semrelated,1,sown
286.0,31.084463382204284,1.0,0.039597919,1.0,1.0,semrelated,1,crib
289.0,90.37370603913344,4.0,0.037454329,1.0,1.0,semrelated,1,yank
288.0,55.79387410596233,10.0,0.045722719,1.0,1.0,semrelated,1,barn
291.0,18.84918910593738,5.0,0.018743363,-1.0,1.0,semrelated,1,wisp
290.0,17.888122508250458,0.0,0.036190853,-1.0,1.0,semrelated,1,jinx
293.0,44.34434371623453,8.0,0.032508414,-1.0,1.0,semrelated,1,poll
292.0,32.14018510020911,3.0,0.025467504,1.0,1.0,semrelated,1,perm
295.0,37.97798108565054,9.0,0.033590108,1.0,1.0,semrelated,1,cork
294.0,79.55505837667343,14.0,0.056699843,-1.0,1.0,semrelated,1,dare
297.0,87.40372194975686,6.0,0.041376145,1.0,1.0,semrelated,1,soil
296.0,101.82695303112423,1.0,0.042034881,1.0,1.0,semrelated,1,drum
299.0,135.5663902344518,4.0,0.021167726,-1.0,1.0,semrelated,1,blab
298.0,35.58627769584252,12.0,0.03132413,1.0,1.0,semrelated,1,lice
301.0,19.06927387992673,2.0,0.046041288,-1.0,1.0,semrelated,1,self
300.0,22.20228616206251,10.0,0.036986375,-1.0,1.0,semrelated,1,vile
303.0,38.378926238990445,7.0,0.015210309,-1.0,1.0,semrelated,1,wean
302.0,26.544790272645606,0.0,0.028834974,1.0,1.0,semrelated,1,quad
305.0,63.53437932023378,1.0,0.012580767,-1.0,1.0,semrelated,1,ashy
304.0,33.48040434080996,10.0,0.025762675,1.0,1.0,semrelated,1,mead
307.0,143.36394446665335,10.0,0.016727561,-1.0,1.0,semrelated,1,rend
306.0,30.015267075952842,4.0,0.05092241,1.0,1.0,semrelated,1,drag
309.0,37.748717025400424,4.0,0.02744911,1.0,1.0,semrelated,1,duet
308.0,45.10562871254109,2.0,0.055420169,-1.0,1.0,semrelated,1,plus
311.0,152.5057558562661,6.0,0.036917982,-1.0,1.0,semrelated,1,fled
310.0,35.01197685719181,15.0,0.042952791,1.0,1.0,semrelated,1,mill
313.0,20.744662981339893,9.0,0.03652562,-1.0,1.0,semrelated,1,ripe
312.0,25.89945423581027,1.0,0.023016144,-1.0,1.0,semrelated,1,gory
315.0,111.70710443213076,8.0,0.00979284,1.0,1.0,semrelated,1,spay
314.0,79.67631869202148,3.0,0.027791076,1.0,1.0,semrelated,1,hurl
317.0,104.06023674121325,3.0,0.044059682,1.0,1.0,semrelated,1,shed
316.0,65.88345995823947,12.0,0.045051385,1.0,1.0,semrelated,1,slap
319.0,23.405907708958246,13.0,0.035636508,-1.0,1.0,semrelated,1,lent
318.0,25.615716238336223,0.0,0.053141592,-1.0,1.0,semrelated,1,liar
321.0,24.869086798562847,13.0,0.017175717,-1.0,1.0,semrelated,1,rile
320.0,14.735170363589612,0.0,0.040393441,-1.0,1.0,semrelated,1,echo
323.0,92.4680386070293,4.0,0.018743363,-1.0,1.0,semrelated,1,doer
322.0,34.59433715541893,5.0,0.028224834,1.0,1.0,semrelated,1,wasp
325.0,33.91385843055924,5.0,0.045186372,1.0,1.0,semrelated,1,chin
324.0,105.13339950311077,12.0,0.046095283,-1.0,1.0,semrelated,1,ward
327.0,153.8672932591973,10.0,0.039887691,1.0,1.0,semrelated,1,fart
326.0,191.5439812194734,12.0,0.030656396,1.0,1.0,semrelated,1,dome
329.0,19.47285733565179,2.0,0.044803009,-1.0,1.0,semrelated,1,july
328.0,21.2961338743441,7.0,0.054669642,-1.0,1.0,semrelated,1,main
331.0,77.20680522165858,10.0,0.046244668,1.0,1.0,semrelated,1,port
330.0,197.61367229588487,6.0,0.020345206,1.0,1.0,semrelated,1,leer
333.0,31.867160088738473,2.0,0.030656396,1.0,1.0,semrelated,1,hula
332.0,48.143194760152916,3.0,0.025161534,-1.0,1.0,semrelated,1,racy
335.0,106.79443216083446,10.0,0.023797268,-1.0,1.0,semrelated,1,toke
334.0,30.161479622398872,3.0,0.042558629,1.0,1.0,semrelated,1,chew
337.0,42.08923141539624,4.0,0.017175717,1.0,1.0,semrelated,1,hemp
336.0,45.70808817237695,10.0,0.060432678,-1.0,1.0,semrelated,1,fool
339.0,45.64289161695709,11.0,0.026047047,-1.0,1.0,semrelated,1,gore
338.0,22.92847625100668,12.0,0.038764601,1.0,1.0,semrelated,1,dove
341.0,20.35667459451967,3.0,0.065799752,-1.0,1.0,semrelated,1,free
340.0,23.483423375202182,3.0,0.023797268,-1.0,1.0,semrelated,1,coax
343.0,73.3607137844629,1.0,0.043298357,1.0,1.0,semrelated,1,menu
342.0,74.93308355760577,9.0,0.026586994,1.0,1.0,semrelated,1,spam
345.0,34.78272635918442,0.0,0.028834974,1.0,1.0,semrelated,1,luau
344.0,29.22394455308438,0.0,0.058870431,-1.0,1.0,semrelated,1,evil
347.0,70.71289486336629,1.0,0.019423696,-1.0,1.0,semrelated,1,ajar
346.0,31.373473166275158,8.0,0.040281852,1.0,1.0,semrelated,1,loop
349.0,77.94782257538472,6.0,0.042675618,-1.0,1.0,semrelated,1,hint
348.0,34.236149295895814,3.0,0.045515739,1.0,1.0,semrelated,1,palm
351.0,40.01990545447138,8.0,0.018379799,1.0,1.0,semrelated,1,vise
350.0,103.00609776899773,11.0,0.030733788,-1.0,1.0,semrelated,1,gall
353.0,79.18047711624675,13.0,0.047805115,-1.0,1.0,semrelated,1,lack
352.0,38.73672933724306,7.0,0.033320135,1.0,1.0,semrelated,1,woof
355.0,21.672583444467264,7.0,0.028118644,-1.0,1.0,semrelated,1,perk
354.0,17.703915169726642,2.0,0.038255251,-1.0,1.0,semrelated,1,heir
357.0,99.73185196290027,2.0,0.023417505,1.0,1.0,semrelated,1,purr
356.0,58.66920234070593,3.0,0.043658321,1.0,1.0,semrelated,1,twin
359.0,147.75165325148728,1.0,0.008588758,-1.0,1.0,semrelated,1,bios
358.0,33.46148678616006,16.0,0.041907093,1.0,1.0,semrelated,1,cane
361.0,106.8812177043723,5.0,0.052416263,1.0,1.0,semrelated,1,soft
360.0,131.29507438021355,7.0,0.044752614,1.0,1.0,semrelated,1,clay
363.0,18.877241229039903,3.0,0.040699411,-1.0,1.0,semrelated,1,fuss
362.0,23.332286280862082,10.0,0.020903151,-1.0,1.0,semrelated,1,bide
365.0,33.010641855073445,1.0,0.012580767,1.0,1.0,semrelated,1,cyan
364.0,35.48046970300212,13.0,0.044306258,-1.0,1.0,semrelated,1,heal
367.0,151.55875680870514,4.0,0.008588758,-1.0,1.0,semrelated,1,rasp
366.0,33.51740027207524,14.0,0.029841076,1.0,1.0,semrelated,1,dill
369.0,124.61763284054548,9.0,0.032569608,1.0,1.0,semrelated,1,wick
368.0,101.02862039406823,5.0,0.036113461,1.0,1.0,semrelated,1,mutt
371.0,32.90816434989888,11.0,0.045328558,1.0,1.0,semrelated,1,sack
370.0,130.73151140772455,3.0,0.023797268,-1.0,1.0,semrelated,1,clog
373.0,39.33873850415293,11.0,0.049061392,-1.0,1.0,semrelated,1,cure
372.0,34.62890992761924,4.0,0.030656396,1.0,1.0,semrelated,1,barf
375.0,15.28134068767464,1.0,0.065213009,-1.0,1.0,semrelated,1,news
374.0,21.33418786411318,11.0,0.032924173,-1.0,1.0,semrelated,1,peed
377.0,158.71694951947444,4.0,0.020629578,1.0,1.0,semrelated,1,tyke
376.0,84.98308548069755,13.0,0.029216537,1.0,1.0,semrelated,1,mast
379.0,82.61066080678867,5.0,0.048379259,-1.0,1.0,semrelated,1,bout
378.0,33.45986855495053,6.0,0.038710606,1.0,1.0,semrelated,1,grid
381.0,67.96736955063793,16.0,0.045027987,-1.0,1.0,semrelated,1,rear
380.0,36.791204257336645,3.0,0.040634618,1.0,1.0,semrelated,1,haul
383.0,21.106319841230146,9.0,0.031806483,-1.0,1.0,semrelated,1,goon
382.0,19.322367984761588,2.0,0.025906661,-1.0,1.0,semrelated,1,verb
385.0,82.24143903837464,5.0,0.02214683,1.0,1.0,semrelated,1,blog
384.0,55.10130068925322,6.0,0.037709904,1.0,1.0,semrelated,1,crop
387.0,29.913290193298923,1.0,0.044990191,1.0,1.0,semrelated,1,inch
386.0,54.40487833948521,6.0,0.034301038,-1.0,1.0,semrelated,1,frat
389.0,16.51841319243423,0.0,0.027902666,-1.0,1.0,semrelated,1,aqua
388.0,20.572471103849985,11.0,0.050591242,-1.0,1.0,semrelated,1,warn
391.0,42.39651861602726,7.0,0.023417505,1.0,1.0,semrelated,1,carp
390.0,44.14045713923041,2.0,0.06653228,-1.0,1.0,semrelated,1,high
393.0,75.2863496044774,5.0,0.046674826,-1.0,1.0,semrelated,1,earn
392.0,32.96386033428092,5.0,0.042177067,1.0,1.0,semrelated,1,pimp
395.0,80.15480246165001,3.0,0.027090945,1.0,1.0,semrelated,1,kelp
394.0,101.8428368179631,6.0,0.012580767,1.0,1.0,semrelated,1,posy
397.0,129.16005654904325,2.0,0.013325894,-1.0,1.0,semrelated,1,heft
396.0,31.106932208402792,9.0,0.046073685,1.0,1.0,semrelated,1,corn
399.0,22.320131391723073,10.0,0.035798492,-1.0,1.0,semrelated,1,slit
398.0,21.742140967855924,7.0,0.037614514,-1.0,1.0,semrelated,1,mild
401.0,106.07863762402872,4.0,0.050542647,1.0,1.0,semrelated,1,soup
400.0,79.22797079578284,10.0,0.045161174,1.0,1.0,semrelated,1,pump
403.0,26.57533776872624,7.0,0.008588758,1.0,1.0,semrelated,1,cowl
402.0,33.242892576963506,7.0,0.025467504,-1.0,1.0,semrelated,1,toil
405.0,37.359723919051376,3.0,0.025316319,1.0,1.0,semrelated,1,gulp
404.0,52.77529292378605,10.0,0.044713018,-1.0,1.0,semrelated,1,link
407.0,21.737391383084212,4.0,0.024841166,-1.0,1.0,semrelated,1,sass
406.0,15.337083493420309,0.0,0.042968989,-1.0,1.0,semrelated,1,envy
409.0,45.97176842847681,3.0,0.025906661,-1.0,1.0,semrelated,1,cuss
408.0,32.60249825701716,2.0,0.024677382,1.0,1.0,semrelated,1,acne
411.0,34.5222427746656,3.0,0.036705603,1.0,1.0,semrelated,1,turf
410.0,61.21080006636671,8.0,0.044318857,-1.0,1.0,semrelated,1,slut
413.0,56.26188208921028,6.0,0.026047047,-1.0,1.0,semrelated,1,rift
412.0,34.573704950368565,9.0,0.025316319,1.0,1.0,semrelated,1,hive
415.0,38.817795096222724,12.0,0.03816706,1.0,1.0,semrelated,1,hunk
414.0,106.05997490130328,5.0,0.063308796,-1.0,1.0,semrelated,1,poor
417.0,104.84497414303159,12.0,0.03837224,1.0,1.0,semrelated,1,dose
416.0,136.58139101573957,13.0,0.019742265,1.0,1.0,semrelated,1,pane
419.0,30.5299544548106,4.0,0.025161534,1.0,1.0,semrelated,1,stub
418.0,58.562187449754994,1.0,0.023016144,-1.0,1.0,semrelated,1,mono
421.0,19.760690675072475,11.0,0.043390148,-1.0,1.0,semrelated,1,worn
420.0,20.300045511344173,7.0,0.031394323,-1.0,1.0,semrelated,1,poof
423.0,42.174975941278944,1.0,0.066480085,-1.0,1.0,semrelated,1,john
422.0,32.71945569182378,3.0,0.043643923,1.0,1.0,semrelated,1,plug
425.0,52.27456388451576,1.0,0.046674826,1.0,1.0,semrelated,1,lion
424.0,115.98614251505714,4.0,0.007163298,1.0,1.0,semrelated,1,jowl
427.0,18.075229490087242,1.0,0.037740501,-1.0,1.0,semrelated,1,numb
426.0,17.972707302081155,7.0,0.046694624,-1.0,1.0,semrelated,1,flew
429.0,85.75085790906395,7.0,0.039270352,1.0,1.0,semrelated,1,peak
428.0,121.9551349724724,6.0,0.029027555,1.0,1.0,semrelated,1,yarn
431.0,22.545054229319664,5.0,0.026047047,-1.0,1.0,semrelated,1,veer
430.0,19.37201382779939,6.0,0.019742265,-1.0,1.0,semrelated,1,slur
433.0,40.43711160899924,0.0,0.017175717,-1.0,1.0,semrelated,1,zips
432.0,27.33254397747779,2.0,0.037834092,1.0,1.0,semrelated,1,quiz
435.0,33.998580675785504,2.0,0.027211533,1.0,1.0,semrelated,1,germ
434.0,32.81417951732011,1.0,0.067378197,-1.0,1.0,semrelated,1,goes
437.0,45.38032217789139,11.0,0.023610086,1.0,1.0,semrelated,1,bile
436.0,105.44357549635922,8.0,0.047185976,-1.0,1.0,semrelated,1,math
439.0,30.54130138546778,11.0,0.039981282,1.0,1.0,semrelated,1,beep
438.0,155.6005764319515,9.0,0.005419269,-1.0,1.0,semrelated,1,gape
441.0,15.911942655199322,4.0,0.043237163,-1.0,1.0,semrelated,1,oath
440.0,24.67534843265322,14.0,0.050458055,-1.0,1.0,semrelated,1,rate
443.0,55.97409127949796,4.0,0.041626321,1.0,1.0,semrelated,1,tray
442.0,69.85597107746861,7.0,0.029027555,1.0,1.0,semrelated,1,stag
445.0,134.4547826444296,4.0,0.027677688,1.0,1.0,semrelated,1,newt
444.0,76.45695437769697,11.0,0.040051475,1.0,1.0,semrelated,1,mice
447.0,18.662483126581463,2.0,0.019742265,-1.0,1.0,semrelated,1,dyer
446.0,20.533227349813295,8.0,0.020629578,-1.0,1.0,semrelated,1,musk
449.0,33.03538855822673,3.0,0.02500315,1.0,1.0,semrelated,1,gimp
448.0,59.11504379085752,2.0,0.012580767,-1.0,1.0,semrelated,1,serf
451.0,67.19441086032239,9.0,0.040415039,1.0,1.0,semrelated,1,bolt
450.0,96.11617663450363,0.0,0.038485628,1.0,1.0,semrelated,1,ammo
453.0,40.52049739783518,10.0,0.023016144,1.0,1.0,semrelated,1,punt
452.0,65.12955751506807,3.0,0.041217761,-1.0,1.0,semrelated,1,unto
455.0,18.3679266284467,9.0,0.03816706,-1.0,1.0,semrelated,1,mode
454.0,21.56493154815938,11.0,0.014006227,-1.0,1.0,semrelated,1,dote
457.0,99.081702848422,3.0,0.019090729,1.0,1.0,semrelated,1,oxen
456.0,64.77728252019398,12.0,0.02500315,1.0,1.0,semrelated,1,pail
459.0,35.007079870797135,9.0,0.041196163,-1.0,1.0,semrelated,1,hush
458.0,28.745473062868758,13.0,0.036599413,1.0,1.0,semrelated,1,hull
461.0,32.47883122366759,3.0,0.037054769,1.0,1.0,semrelated,1,loaf
460.0,116.67820522062473,11.0,0.005419269,-1.0,1.0,semrelated,1,balk
463.0,22.40802960135725,3.0,0.023797268,-1.0,1.0,semrelated,1,blip
462.0,20.620891771434223,5.0,0.053236983,-1.0,1.0,semrelated,1,babe
465.0,105.7553779899562,5.0,0.049149583,1.0,1.0,semrelated,1,horn
464.0,92.81543021209784,13.0,0.040371844,1.0,1.0,semrelated,1,bean
467.0,64.35653971956555,13.0,0.029580101,1.0,1.0,semrelated,1,gill
466.0,102.37121667332521,0.0,0.026185634,1.0,1.0,semrelated,1,anus
469.0,26.71732778001885,12.0,0.040326848,-1.0,1.0,semrelated,1,pose
468.0,21.452557195215615,4.0,0.027564299,-1.0,1.0,semrelated,1,twat
471.0,22.596552795993137,8.0,0.032629002,-1.0,1.0,semrelated,1,gaze
470.0,18.89555160675892,2.0,0.048883209,-1.0,1.0,semrelated,1,josh
473.0,21.543675150853,10.0,0.032866579,-1.0,1.0,semrelated,1,mend
472.0,20.669223277427143,4.0,0.028636994,-1.0,1.0,semrelated,1,cram
475.0,66.35746223722487,8.0,0.026842569,1.0,1.0,semrelated,1,dusk
474.0,122.46468705038387,1.0,0.017998236,1.0,1.0,semrelated,1,wren
477.0,33.67762136058953,12.0,0.03969511,1.0,1.0,semrelated,1,bunk
476.0,99.83370445691762,0.0,0.036378035,-1.0,1.0,semrelated,1,void
479.0,34.84901995191054,1.0,0.041257357,1.0,1.0,semrelated,1,auto
478.0,48.95593957904031,8.0,0.047967099,-1.0,1.0,semrelated,1,noon
481.0,105.20129258440434,10.0,0.031252137,-1.0,1.0,semrelated,1,boon
480.0,31.284645985049842,10.0,0.040569824,1.0,1.0,semrelated,1,cord
483.0,31.374348834189867,9.0,0.032981768,1.0,1.0,semrelated,1,flap
482.0,81.2883799821108,10.0,0.038654812,-1.0,1.0,semrelated,1,warp
485.0,24.00166976051822,2.0,0.0214251,-1.0,1.0,semrelated,1,coed
484.0,18.30076660894749,3.0,0.047745721,-1.0,1.0,semrelated,1,clue
487.0,49.10219388635721,1.0,0.039218157,1.0,1.0,semrelated,1,stir
486.0,67.06589808813939,0.0,0.022593186,1.0,1.0,semrelated,1,czar
489.0,62.80051109249646,7.0,0.03193787,1.0,1.0,semrelated,1,flop
