WordInds,LexSemErr,ONsize,Frequency,Concreteness,ItemCrossedThreshold,Word
413.0,287.1131836080238,6.0,0.026047047,-1.0,1.0,rift
414.0,260.35815509231975,5.0,0.063308796,-1.0,1.0,poor
415.0,329.6283032200138,12.0,0.03816706,1.0,1.0,hunk
416.0,348.4526719971503,13.0,0.019742265,1.0,1.0,pane
417.0,326.41176568304326,12.0,0.03837224,1.0,1.0,dose
418.0,237.02797767205794,1.0,0.023016144,-1.0,1.0,mono
419.0,281.7179689582931,4.0,0.025161534,1.0,1.0,stub
420.0,273.904675061045,7.0,0.031394323,-1.0,1.0,poof
421.0,297.6025029651512,11.0,0.043390148,-1.0,1.0,worn
422.0,271.79559927865864,3.0,0.043643923,1.0,1.0,plug
423.0,162.43662723291703,1.0,0.066480085,-1.0,1.0,john
424.0,283.36697225156286,4.0,0.007163298,1.0,1.0,jowl
425.0,253.67356018476957,1.0,0.046674826,1.0,1.0,lion
426.0,289.6511645100641,7.0,0.046694624,-1.0,1.0,flew
427.0,215.75259368100902,1.0,0.037740501,-1.0,1.0,numb
428.0,266.2756633880982,6.0,0.029027555,1.0,1.0,yarn
429.0,302.69104209733734,7.0,0.039270352,1.0,1.0,peak
430.0,288.36315379730115,6.0,0.019742265,-1.0,1.0,slur
431.0,250.17528077541579,5.0,0.026047047,-1.0,1.0,veer
432.0,220.9256382829089,2.0,0.037834092,1.0,1.0,quiz
433.0,200.22582743635317,0.0,0.017175717,-1.0,1.0,zips
434.0,221.78592060897503,1.0,0.067378197,-1.0,1.0,goes
435.0,273.23828177006374,2.0,0.027211533,1.0,1.0,germ
436.0,294.21145081086934,8.0,0.047185976,-1.0,1.0,math
437.0,333.02951987818244,11.0,0.023610086,1.0,1.0,bile
438.0,290.0528628272696,9.0,0.005419269,-1.0,1.0,gape
439.0,308.17470226423836,11.0,0.039981282,1.0,1.0,beep
440.0,301.79425459793424,14.0,0.050458055,-1.0,1.0,rate
441.0,236.48642335760587,4.0,0.043237163,-1.0,1.0,oath
442.0,291.63040902658577,7.0,0.029027555,1.0,1.0,stag
443.0,281.93070264775145,4.0,0.041626321,1.0,1.0,tray
444.0,315.1980448024349,11.0,0.040051475,1.0,1.0,mice
445.0,256.7245179148934,4.0,0.027677688,1.0,1.0,newt
446.0,302.9846916867309,8.0,0.020629578,-1.0,1.0,musk
447.0,224.01771464230933,2.0,0.019742265,-1.0,1.0,dyer
448.0,246.35476880795642,2.0,0.012580767,-1.0,1.0,serf
449.0,280.90844558116885,3.0,0.02500315,1.0,1.0,gimp
450.0,212.2728096064614,0.0,0.038485628,1.0,1.0,ammo
451.0,322.35485270901296,9.0,0.040415039,1.0,1.0,bolt
452.0,210.69194454940208,3.0,0.041217761,-1.0,1.0,unto
453.0,335.13195344573387,10.0,0.023016144,1.0,1.0,punt
454.0,306.9238834526799,11.0,0.014006227,-1.0,1.0,dote
455.0,279.7179934985674,9.0,0.03816706,-1.0,1.0,mode
456.0,315.9477088360566,12.0,0.02500315,1.0,1.0,pail
457.0,239.14791782554926,3.0,0.019090729,1.0,1.0,oxen
458.0,332.82367010272395,13.0,0.036599413,1.0,1.0,hull
459.0,284.5832525297751,9.0,0.041196163,-1.0,1.0,hush
460.0,321.29623390998177,11.0,0.005419269,-1.0,1.0,balk
461.0,265.6751708548684,3.0,0.037054769,1.0,1.0,loaf
462.0,232.620493152042,5.0,0.053236983,-1.0,1.0,babe
463.0,267.4034214401832,3.0,0.023797268,-1.0,1.0,blip
464.0,329.3591668301921,13.0,0.040371844,1.0,1.0,bean
465.0,276.96735343436615,5.0,0.049149583,1.0,1.0,horn
466.0,243.97578888821835,0.0,0.026185634,1.0,1.0,anus
467.0,320.8723725713004,13.0,0.029580101,1.0,1.0,gill
468.0,259.42843449037247,4.0,0.027564299,-1.0,1.0,twat
469.0,312.9915242809315,12.0,0.040326848,-1.0,1.0,pose
470.0,225.59682683438228,2.0,0.048883209,-1.0,1.0,josh
471.0,266.59330077382026,8.0,0.032629002,-1.0,1.0,gaze
472.0,274.7233671642796,4.0,0.028636994,-1.0,1.0,cram
473.0,303.3149040897351,10.0,0.032866579,-1.0,1.0,mend
474.0,254.4824620396261,1.0,0.017998236,1.0,1.0,wren
475.0,318.06717449684965,8.0,0.026842569,1.0,1.0,dusk
476.0,209.98996541375286,0.0,0.036378035,-1.0,1.0,void
477.0,334.4701982136829,12.0,0.03969511,1.0,1.0,bunk
478.0,279.40095312232813,8.0,0.047967099,-1.0,1.0,noon
479.0,254.36734239798912,1.0,0.041257357,1.0,1.0,auto
480.0,324.1198433976104,10.0,0.040569824,1.0,1.0,cord
481.0,301.348969338419,10.0,0.031252137,-1.0,1.0,boon
482.0,299.4503486302177,10.0,0.038654812,-1.0,1.0,warp
483.0,315.7187172142852,9.0,0.032981768,1.0,1.0,flap
484.0,258.91539808732745,3.0,0.047745721,-1.0,1.0,clue
485.0,257.9972553170712,2.0,0.0214251,-1.0,1.0,coed
486.0,190.2398018392446,0.0,0.022593186,1.0,1.0,czar
487.0,251.26792739180678,1.0,0.039218157,1.0,1.0,stir
488.0,210.06272653526375,0.0,0.036705603,1.0,1.0,iced
489.0,311.8070934395081,7.0,0.03193787,1.0,1.0,flop
490.0,217.83468859088975,1.0,0.016254207,-1.0,1.0,crux
491.0,291.92056047654546,7.0,0.02500315,-1.0,1.0,blot
492.0,228.12187947570504,1.0,0.026047047,1.0,1.0,smog
493.0,286.9389314989988,8.0,0.04000468,1.0,1.0,hike
494.0,229.40187170694298,1.0,0.041257357,-1.0,1.0,ahem
495.0,260.6712193223299,6.0,0.052358669,-1.0,1.0,harm
496.0,301.9153668556748,11.0,0.038764601,-1.0,1.0,lust
497.0,353.0053329411835,17.0,0.019742265,1.0,1.0,pore
498.0,242.06597123156016,1.0,0.023610086,-1.0,1.0,saga
499.0,307.784804435895,10.0,0.037258149,1.0,1.0,pike
500.0,284.687399451558,7.0,0.028010655,-1.0,1.0,rung
501.0,264.435229753195,2.0,0.051008801,1.0,1.0,tied
502.0,237.2749918624591,2.0,0.058316085,-1.0,1.0,holy
503.0,296.61222915362583,5.0,0.028224834,1.0,1.0,spur
504.0,269.96468217156814,3.0,0.017598675,-1.0,1.0,wiry
505.0,264.28489343609783,5.0,0.058379079,-1.0,1.0,tony
506.0,298.1978010937279,9.0,0.044964993,-1.0,1.0,fond
507.0,303.0500715889815,10.0,0.019742265,-1.0,1.0,mull
508.0,283.96162674291133,6.0,0.040460035,1.0,1.0,geek
509.0,209.2805376209181,0.0,0.023610086,1.0,1.0,kiwi
510.0,267.5818278788615,4.0,0.047205774,1.0,1.0,tube
511.0,301.7750384200743,8.0,0.02744911,1.0,1.0,tush
